7.17,13.13,14.24,10.87,7.82,12.53,13.89,5.22,9.00,8.03,12.22,14.51,12.25,12.18,9.40,11.25,5.78,5.08,6.19,12.20
8.83,10.91,12.34,8.74,5.43,12.11,6.87,6.99,14.40,8.84,8.87,5.65,7.84,9.01,8.83,9.78,9.14,5.56,7.15,14.89
10.22,10.71,8.03,9.48,6.74,5.66,10.01,13.53,7.73,9.45,9.48,9.45,8.28,14.78,10.90,12.07,8.18,9.70,14.44,6.50
11.38,5.78,7.04,7.12,6.83,14.13,12.27,8.76,11.46,13.96,13.67,12.90,7.91,11.50,13.69,10.57,12.71,5.36,6.11,12.89
11.83,14.42,11.27,14.36,5.27,7.97,12.42,14.21,9.83,14.57,9.97,12.78,5.29,13.20,8.33,5.31,9.07,9.95,12.52,9.35
5.18,5.38,8.62,12.95,14.18,7.90,13.86,12.99,10.81,6.80,12.13,5.18,13.88,10.03,11.02,5.13,7.01,13.50,13.32,13.48
14.45,10.46,14.86,6.79,7.91,8.91,8.91,7.99,10.38,14.71,14.32,14.84,14.33,11.82,14.70,8.78,14.14,12.36,11.27,7.71
8.24,6.04,9.86,10.38,13.30,10.21,13.03,14.54,6.31,11.02,12.81,6.23,10.51,7.39,5.41,8.06,6.98,9.93,14.70,13.47
12.55,8.72,13.88,9.87,13.86,11.47,5.10,8.29,12.27,13.36,9.74,11.90,5.30,9.42,12.84,11.52,7.95,14.40,9.97,9.08
10.03,11.35,8.91,12.62,13.48,14.07,12.37,6.75,13.51,6.42,6.63,7.86,13.06,5.35,5.70,13.57,13.36,12.77,6.59,12.17
11.64,9.00,10.91,6.57,13.48,12.89,12.87,5.76,9.57,10.37,11.69,5.82,5.95,11.34,12.99,7.90,14.08,10.73,14.38,10.58
10.77,12.66,6.54,14.52,8.24,8.14,9.69,9.76,9.87,8.14,5.97,10.02,13.61,12.35,8.28,11.77,14.67,13.29,13.46,8.06
14.92,12.14,9.57,10.20,14.19,8.24,5.98,9.83,5.73,8.68,10.95,11.09,13.71,14.28,14.49,12.40,7.15,6.88,5.50,11.59
7.52,5.03,12.69,11.42,11.46,12.80,14.18,11.10,5.69,11.67,10.55,11.31,7.67,11.77,6.79,6.70,14.24,7.58,14.34,6.63
10.93,5.31,8.92,6.96,11.11,12.15,9.75,7.02,9.60,6.83,8.08,6.09,7.47,8.22,5.46,7.25,9.58,12.97,8.17,8.81
6.22,9.53,12.29,10.18,9.59,7.85,6.23,6.71,9.06,7.43,5.42,11.88,10.47,7.44,14.23,10.97,9.89,14.13,5.13,13.70
9.10,12.41,13.97,5.84,9.14,6.35,9.47,6.65,14.35,5.17,8.45,5.44,14.23,13.56,8.59,11.83,11.82,12.68,13.66,6.75
6.12,12.39,6.98,12.69,11.08,5.49,6.04,11.23,9.57,13.31,13.60,9.36,6.41,14.00,11.06,5.59,13.91,11.05,5.16,14.17
6.95,14.57,12.53,11.12,9.78,8.76,7.05,7.71,6.52,12.26,7.45,5.37,5.42,13.40,7.84,6.30,10.58,12.04,9.74,8.30
6.36,5.70,8.81,10.36,11.37,9.49,7.69,5.81,7.41,13.13,12.31,9.77,9.88,6.54,13.02,5.80,9.90,7.61,12.66,12.21
9.47,14.80,6.18,11.50,9.56,10.14,9.71,5.30,11.02,11.79,14.78,7.20,10.24,10.42,9.28,10.72,5.50,13.36,9.38,7.34
6.12,9.08,8.89,6.89,6.15,12.21,10.29,11.45,7.46,13.57,14.79,7.90,13.40,5.42,8.20,9.91,13.50,5.37,7.11,8.64
13.54,6.46,9.52,11.27,6.60,8.16,14.83,5.24,13.53,8.43,14.12,13.24,14.85,7.98,8.24,8.77,6.68,8.12,9.45,7.58
5.81,11.01,10.28,13.96,11.43,12.46,8.07,12.19,7.64,11.16,8.80,13.13,6.17,8.19,7.67,7.18,13.63,12.46,13.31,6.45
8.36,8.29,11.58,9.89,5.29,7.20,14.35,14.81,13.98,12.45,5.50,10.46,12.95,7.85,13.42,12.00,7.87,13.78,5.13,12.31
7.30,14.46,13.37,14.65,9.88,9.43,12.42,14.82,11.18,10.80,10.00,7.99,9.99,9.53,9.24,10.34,12.27,12.75,6.77,9.47
8.74,10.65,10.99,5.20,9.57,13.63,12.23,12.24,9.97,12.72,6.78,13.75,6.09,11.76,11.92,5.68,7.26,12.95,10.69,8.08
5.56,5.59,7.31,14.24,13.88,11.35,10.95,12.91,7.33,14.12,11.09,13.40,14.21,13.74,5.07,11.03,7.38,9.52,9.89,11.76
9.92,13.18,6.84,13.37,14.06,7.44,13.12,14.19,11.36,10.50,9.68,6.39,5.52,11.24,6.24,11.76,13.15,5.58,14.74,13.40
13.94,14.94,10.69,8.18,14.22,6.07,8.18,12.64,6.16,14.05,13.94,13.25,7.66,5.41,7.39,12.90,10.34,6.24,12.22,13.98
8.48,7.89,8.84,7.39,5.99,10.70,13.98,14.94,7.09,5.18,8.03,6.11,9.82,7.24,6.31,6.55,8.95,5.51,6.03,9.58
5.20,14.53,14.30,11.20,5.62,15.00,6.68,13.09,6.42,5.08,14.80,11.90,10.32,5.53,5.57,6.49,11.28,8.74,14.71,10.89
10.74,11.67,9.47,14.02,8.05,6.35,14.64,10.36,14.82,9.90,13.24,14.06,6.81,6.44,9.23,14.00,13.62,12.60,11.20,10.23
9.65,7.53,14.42,14.01,11.70,9.58,11.63,11.67,10.45,12.88,5.23,12.57,9.02,6.32,11.27,10.78,10.98,12.63,6.74,5.94
10.74,7.73,11.56,6.99,9.14,14.80,6.57,14.70,10.36,13.69,5.54,8.65,6.19,6.39,7.42,12.68,9.56,13.71,9.22,11.96
6.05,12.35,9.21,14.99,13.74,5.87,12.92,12.23,10.28,5.07,10.91,14.46,10.22,13.97,7.49,8.43,13.49,7.42,10.61,5.38
11.52,13.23,13.29,12.37,5.10,8.05,12.00,14.31,12.09,11.49,10.03,9.04,12.57,6.54,9.65,9.72,12.07,9.57,13.12,13.32
6.85,7.29,14.41,9.12,14.38,9.67,6.37,14.72,11.97,12.78,6.88,6.78,14.72,13.75,8.59,5.73,8.07,14.03,10.12,6.81
11.52,5.47,6.51,7.73,10.72,11.79,7.43,6.79,10.92,14.88,11.00,10.24,14.56,5.91,11.44,9.20,8.94,13.78,5.65,10.29
9.36,7.57,11.35,12.14,5.52,13.21,11.46,9.31,6.03,14.96,6.91,6.15,10.51,8.27,7.93,14.46,10.85,5.53,7.67,6.35
11.16,8.89,6.60,13.99,8.71,8.34,7.34,11.63,9.63,13.70,6.80,14.46,6.81,12.73,14.22,7.33,11.08,14.12,10.60,7.72
7.48,7.14,12.68,12.14,10.24,10.64,11.06,13.93,10.82,10.69,10.66,9.63,9.64,5.50,7.89,6.73,10.28,5.75,12.65,8.77
11.99,10.32,10.42,12.80,14.25,13.51,12.48,13.66,10.53,12.60,13.06,5.54,7.53,10.52,10.02,7.04,8.52,9.15,5.20,13.22
5.72,9.93,8.55,7.47,13.38,12.93,13.52,8.10,14.87,14.86,12.88,11.77,7.91,9.29,6.80,11.94,13.88,5.37,9.30,13.81
5.18,8.43,6.51,6.97,5.01,12.63,11.80,6.55,6.42,7.40,12.20,6.61,12.70,14.81,12.63,9.13,6.76,12.00,5.39,10.47
11.39,13.22,12.54,12.32,10.83,10.89,13.76,11.87,11.25,13.02,5.08,10.24,7.61,7.52,6.80,9.59,8.26,10.38,7.46,13.60
10.68,13.04,14.69,6.24,10.60,9.22,5.03,10.84,11.17,12.82,12.27,6.10,5.10,10.41,13.19,10.83,13.39,7.99,6.73,10.60
11.78,8.67,5.82,13.41,12.64,8.41,12.17,14.16,11.52,13.58,14.79,11.60,8.37,12.25,12.05,8.23,13.72,9.05,11.31,11.52
5.56,5.67,14.56,11.05,12.30,10.20,12.27,14.54,5.91,6.27,10.23,8.71,7.47,11.40,5.46,10.40,8.29,14.75,11.35,8.24
7.05,14.64,7.85,7.72,9.08,12.65,5.04,11.10,9.80,9.51,10.69,6.09,7.48,7.98,6.80,13.52,10.62,6.96,11.99,11.18
12.02,14.15,9.23,10.83,7.98,7.95,11.90,6.39,12.02,6.87,9.71,10.40,11.96,9.14,12.29,13.49,11.42,6.67,11.96,8.24
12.13,10.12,11.28,13.36,10.68,6.55,10.78,8.90,10.46,12.76,5.16,6.82,14.82,6.33,6.79,12.16,8.49,8.74,10.84,9.17
14.65,6.93,8.23,5.10,12.00,5.23,6.08,14.75,5.15,12.07,12.45,9.79,7.75,9.00,9.11,8.70,13.25,8.60,10.63,5.78
10.46,5.75,14.20,12.09,10.66,11.59,9.63,5.29,5.88,11.23,5.97,7.60,8.71,7.92,12.28,8.82,11.09,14.73,7.98,6.82
11.01,14.54,10.08,14.83,10.39,12.96,13.96,12.39,6.00,12.42,7.60,7.70,9.31,6.85,10.78,6.06,12.65,8.61,13.22,11.88
7.47,9.19,5.89,5.92,8.83,8.08,10.06,9.27,7.89,12.83,12.68,12.52,8.13,9.90,14.53,5.61,9.38,10.05,13.80,12.05
5.18,8.68,7.53,13.13,9.81,14.64,9.57,11.84,11.04,5.43,5.42,8.73,5.37,8.04,6.58,8.75,11.81,11.87,6.41,8.39
5.20,14.13,10.99,8.89,10.49,10.56,5.06,5.60,5.52,10.66,11.59,5.39,13.03,8.59,11.15,11.74,7.09,6.13,6.24,11.30
9.01,14.74,14.20,7.80,10.13,9.71,5.35,10.39,8.73,9.83,9.66,9.18,5.05,14.08,11.08,12.78,6.62,13.97,12.68,13.35
14.95,8.30,6.23,14.22,12.44,7.20,10.11,5.70,9.65,7.09,12.80,12.71,13.48,5.69,10.01,14.67,10.97,9.61,10.13,10.84
14.67,12.10,7.42,11.21,10.67,8.47,13.45,8.72,13.35,8.15,7.78,8.37,12.30,6.52,14.05,11.11,14.81,5.43,5.96,12.05
11.17,5.49,12.05,8.70,7.92,11.96,6.35,6.33,8.96,6.80,11.89,11.12,6.26,12.01,7.68,8.22,14.99,13.43,13.66,12.96
5.72,9.58,10.88,10.40,11.65,11.36,14.40,10.22,6.66,8.07,14.55,10.25,14.57,6.48,13.79,7.99,10.52,8.53,8.80,5.35
7.84,14.87,5.28,6.52,10.63,7.41,11.48,5.32,12.36,13.86,9.07,13.16,8.66,9.24,6.68,14.21,6.22,12.41,11.13,13.49
13.73,5.90,10.22,11.64,11.49,6.47,8.96,6.68,8.09,6.28,12.69,14.00,5.62,10.68,10.56,10.13,13.92,10.28,5.52,13.82
6.24,11.87,9.77,12.94,8.75,9.72,7.17,14.58,13.29,5.03,12.31,12.52,14.14,7.48,11.14,7.63,6.27,11.94,7.02,10.11
7.71,14.23,10.59,7.12,14.01,10.92,9.87,10.86,9.39,9.97,12.26,6.98,14.11,5.50,5.92,6.76,14.07,12.15,5.79,10.05
8.21,6.73,12.22,8.05,5.97,10.45,11.71,6.22,7.83,7.71,14.47,12.92,8.59,5.35,5.20,9.15,9.00,12.00,11.90,5.87
5.31,9.19,7.42,11.48,7.32,5.29,14.07,7.55,11.19,10.67,6.06,9.65,14.45,13.40,13.98,9.16,9.29,10.86,13.05,6.13
11.48,12.83,5.88,7.50,10.56,5.24,7.21,13.03,7.37,10.05,10.03,10.78,12.06,10.21,11.03,8.67,5.16,9.88,10.25,8.18
14.19,8.76,9.59,10.29,8.32,13.66,13.95,5.54,6.32,6.82,11.13,8.05,9.97,13.76,11.52,12.81,9.90,8.11,7.19,14.36
9.26,5.42,10.09,13.57,12.67,13.56,5.51,7.45,11.02,11.84,6.23,7.56,14.07,13.52,13.44,5.73,11.77,5.53,10.73,11.18
12.47,12.56,10.45,11.07,9.00,13.29,6.94,6.63,7.82,12.78,5.25,14.73,5.73,7.38,7.82,7.23,9.58,5.95,5.21,10.78
11.79,10.73,13.93,6.90,12.00,5.45,8.67,14.63,5.91,8.44,7.37,11.66,8.05,9.74,7.15,13.55,9.66,5.78,6.74,12.95
12.47,8.30,7.28,14.23,7.33,9.79,12.95,11.06,14.25,11.80,9.49,8.57,8.52,11.29,12.73,5.58,8.18,6.80,14.12,8.13
14.55,6.38,8.30,13.30,6.18,11.57,10.89,6.46,14.33,6.98,6.04,14.35,7.50,10.03,9.11,11.39,9.45,10.55,11.52,10.45
14.51,14.79,8.13,8.96,12.07,5.02,14.57,9.76,14.58,8.65,10.85,9.95,11.42,5.68,9.85,9.95,12.97,7.35,10.57,9.74
6.31,13.02,9.18,9.18,8.98,9.13,14.29,11.08,12.00,13.87,12.24,11.74,5.39,14.73,14.64,5.48,11.83,8.15,9.04,13.49
10.34,7.35,11.22,9.24,12.39,11.40,14.26,10.15,5.53,5.58,7.16,10.99,5.48,14.67,14.11,14.62,10.16,12.05,13.65,7.97
14.35,7.83,14.69,12.69,10.77,9.64,11.35,6.39,11.93,6.79,14.71,7.03,12.20,13.00,8.42,7.75,8.26,14.77,8.31,7.90
8.59,7.49,5.74,8.52,7.16,11.47,7.90,13.01,13.45,9.68,10.20,9.97,10.54,8.35,13.89,5.78,11.52,6.09,13.63,12.42
8.49,13.11,6.55,8.40,7.28,5.32,13.32,6.98,6.45,10.34,11.48,13.38,9.28,9.08,11.25,6.27,10.52,5.92,6.64,8.37
8.33,5.82,5.09,11.48,9.58,6.38,14.49,9.37,10.06,12.77,12.87,14.89,7.73,5.10,13.43,12.81,13.88,5.89,6.14,5.44
10.61,6.23,9.04,6.99,7.27,14.86,12.23,11.30,5.08,6.45,8.34,6.03,9.25,14.60,13.22,6.41,12.98,9.71,8.60,11.59
7.31,12.05,5.28,13.24,11.36,9.29,5.98,5.10,9.84,14.54,6.60,5.19,7.30,9.50,9.04,14.37,14.56,7.88,5.54,7.04
9.02,5.04,13.88,12.07,9.24,7.43,11.50,13.33,11.30,8.28,9.35,7.64,6.62,11.13,9.98,13.42,13.81,5.49,11.21,10.69
10.91,14.87,9.58,11.48,7.56,9.96,6.82,14.95,11.17,8.31,14.37,14.76,7.14,9.52,7.75,7.46,13.06,11.59,9.58,14.76
7.62,10.77,13.79,14.56,13.72,9.17,13.54,13.35,5.05,8.79,11.36,7.55,12.49,14.38,5.01,12.09,8.73,9.88,9.16,7.08
5.82,12.78,11.46,6.60,12.04,6.69,8.68,14.87,10.60,5.23,13.85,6.74,11.96,12.12,5.63,6.87,10.85,13.20,12.58,11.96
13.32,7.58,13.30,8.17,11.53,5.19,12.06,13.42,13.41,11.97,11.04,14.20,6.04,9.24,11.75,8.24,14.88,6.79,9.63,8.60
5.35,10.82,13.44,12.43,14.70,13.10,13.71,6.75,13.98,8.63,6.67,5.90,11.83,8.46,6.02,12.34,13.21,5.71,8.13,12.44
12.73,8.99,8.95,10.49,6.71,12.47,5.42,10.09,6.27,11.92,10.73,13.23,8.28,11.09,13.89,7.86,7.03,9.36,11.04,5.39
9.66,11.77,7.69,14.57,6.13,13.18,7.53,8.33,11.81,5.03,12.13,14.09,14.68,5.51,13.28,8.23,11.82,5.49,10.07,6.87
7.53,7.35,10.25,13.56,5.50,14.02,9.85,9.46,8.04,5.26,13.00,5.44,12.55,9.21,5.36,12.02,10.74,7.33,7.92,14.99
8.81,9.44,6.26,9.04,14.00,6.09,8.65,14.30,9.55,8.57,13.60,14.17,10.80,8.95,5.64,6.62,7.91,12.42,10.94,5.80
12.19,11.54,13.03,11.27,12.64,12.01,6.11,8.46,9.66,9.18,6.87,10.83,11.34,11.16,13.34,5.01,11.24,11.95,10.34,9.14
11.62,8.48,11.67,14.63,7.48,7.59,9.21,8.90,12.32,10.84,11.84,12.21,7.61,7.43,12.24,13.62,7.00,11.60,7.62,5.90
7.30,10.31,7.01,5.74,10.70,12.80,6.17,14.50,8.55,5.15,14.98,7.52,11.86,12.55,11.35,11.94,13.41,13.15,5.14,14.60
7.11,14.08,5.49,12.39,8.12,12.17,5.40,7.25,6.56,9.65,12.80,6.71,7.57,10.67,9.47,7.71,5.59,14.95,13.70,6.47
7.16,11.12,5.79,9.82,13.36,9.60,10.19,5.57,12.41,14.55,6.13,9.01,5.99,12.66,8.96,12.24,8.22,12.70,7.93,11.64
8.29,9.55,5.38,9.36,13.29,8.89,5.76,8.29,12.78,10.38,13.72,7.86,7.05,7.54,9.56,12.42,8.38,9.13,13.77,5.42
6.27,8.16,11.65,10.81,11.61,5.12,7.40,9.25,13.51,12.92,14.97,13.31,9.81,14.25,10.18,12.02,13.33,10.55,7.18,10.55
5.91,5.20,6.18,8.79,12.72,9.57,6.25,14.48,6.78,8.14,11.27,12.85,9.71,9.60,10.04,8.47,9.66,8.02,9.58,11.05
13.95,10.66,6.31,9.96,5.21,14.60,14.41,12.33,13.51,7.70,13.75,13.09,6.68,6.72,8.18,11.46,14.90,5.66,12.97,5.92
6.59,6.16,7.73,10.69,11.77,11.81,11.09,14.25,6.36,8.71,7.60,10.92,5.23,12.61,8.71,14.60,7.04,5.47,8.42,8.75
8.51,14.08,11.08,10.61,11.08,10.75,11.36,14.27,13.04,9.32,10.24,10.89,10.08,13.39,11.63,9.17,9.93,13.04,13.57,6.63
14.42,14.90,6.49,13.98,8.11,6.36,6.43,12.96,10.30,6.31,11.96,5.23,11.05,6.78,9.06,8.08,6.73,14.89,5.55,5.62
13.70,11.96,7.48,11.90,6.15,13.88,11.43,11.86,9.35,12.22,7.47,13.91,10.32,5.81,12.12,11.29,6.88,11.33,11.83,11.34
8.35,9.14,14.31,10.35,10.29,5.44,8.30,11.30,8.80,5.25,9.15,12.88,13.29,13.46,9.93,6.41,11.27,8.48,5.87,11.29
11.43,9.07,14.24,12.43,12.81,13.94,9.53,9.12,13.49,13.22,13.49,11.78,9.37,12.95,6.99,5.90,10.61,13.31,11.02,6.94
12.00,11.33,10.17,12.57,5.61,11.02,9.52,8.53,13.42,12.91,12.48,8.82,8.41,12.83,14.78,5.17,8.80,13.47,10.73,8.85
8.44,8.26,14.63,6.18,13.01,12.25,9.20,6.57,14.53,14.90,11.78,13.95,13.38,5.30,13.62,5.08,10.30,12.72,9.23,7.48
7.27,5.36,12.51,9.03,7.84,12.90,7.20,14.64,14.24,7.13,8.71,9.58,11.75,13.99,11.36,7.80,12.08,6.05,14.60,13.24
8.96,7.76,10.36,13.40,7.30,9.19,9.49,6.23,12.43,10.14,6.06,10.45,14.34,7.20,9.39,9.42,6.16,6.25,5.68,8.88
14.94,6.50,5.95,12.28,10.84,6.43,8.93,10.18,7.21,8.50,14.69,11.53,11.66,9.62,9.13,13.67,13.45,11.97,9.48,14.10
7.44,5.60,13.27,11.03,6.29,13.75,8.69,11.03,5.98,12.11,14.27,10.28,5.78,7.83,13.38,13.38,14.31,5.27,11.65,11.15
13.53,7.31,11.01,7.66,11.63,14.28,12.72,14.31,11.22,8.92,9.57,11.89,5.72,12.57,11.21,14.98,12.43,5.08,11.40,8.96
14.61,10.34,13.67,11.13,7.44,8.82,7.28,13.57,11.56,9.65,7.63,7.10,11.15,11.57,11.69,11.37,9.90,9.40,7.27,6.42
13.15,5.59,6.98,8.83,7.57,13.50,14.01,14.75,12.49,14.82,9.40,14.06,5.25,6.61,5.44,5.11,12.07,9.56,9.68,14.83
10.52,6.61,7.24,7.55,8.35,11.24,14.43,14.14,10.40,8.23,13.94,9.25,11.01,12.85,13.34,14.04,8.71,6.42,12.89,6.94
12.83,12.50,14.17,7.08,12.19,11.62,9.29,5.63,9.30,6.38,9.43,6.01,8.10,11.89,14.62,14.00,12.42,5.90,12.10,12.50
8.91,13.23,12.17,7.79,14.39,8.22,7.58,9.26,5.12,12.77,14.42,11.32,7.73,9.46,13.62,14.03,10.63,6.11,8.45,6.13
7.89,6.98,7.65,6.26,6.75,11.18,10.92,8.76,14.00,6.25,13.95,14.63,9.23,8.30,5.63,10.38,10.76,13.93,12.91,10.25
9.13,9.22,10.96,8.73,7.66,12.89,7.68,14.81,9.24,6.46,13.38,9.32,7.71,6.87,6.21,8.21,8.05,5.35,13.23,6.78
11.75,12.85,6.98,9.30,5.90,12.10,11.71,6.02,10.19,9.51,6.72,12.86,10.28,7.16,5.63,13.61,13.82,10.66,5.99,7.32
14.97,10.34,13.73,12.95,12.91,10.35,10.44,11.47,11.69,6.90,9.80,13.12,6.12,13.13,14.40,8.03,13.24,5.84,12.29,8.59
5.55,5.25,14.61,5.44,9.88,9.26,10.03,13.42,7.20,9.73,14.13,11.35,8.26,6.97,5.46,14.35,13.93,10.67,13.93,13.94
10.69,6.36,5.71,10.61,8.75,14.09,14.38,14.98,10.33,5.82,6.85,5.10,7.01,5.31,6.22,10.98,11.08,9.60,13.17,11.46
5.20,5.78,10.59,12.32,10.84,7.86,5.22,12.74,12.89,12.36,9.82,13.25,12.59,8.84,11.50,8.41,11.44,10.55,5.23,14.34
5.66,9.04,6.85,12.16,14.16,6.33,12.82,10.78,7.18,5.46,14.43,11.06,9.21,6.43,13.27,8.45,7.63,11.01,5.24,6.19
14.06,7.36,8.97,14.84,14.21,13.28,13.08,12.62,12.28,13.41,14.07,14.26,8.23,5.73,7.61,13.71,11.00,14.07,14.71,14.59
6.14,6.37,6.11,6.06,11.35,13.87,9.39,14.39,14.20,13.78,13.28,7.51,7.32,6.77,12.25,7.89,14.10,14.24,10.95,6.57
11.51,13.49,14.81,5.13,7.04,13.30,7.45,6.17,5.82,14.37,7.81,9.32,14.51,14.55,9.95,10.69,6.96,8.56,12.11,10.76
10.77,14.49,11.07,8.86,10.89,12.06,8.27,7.36,13.08,6.56,7.92,10.51,13.48,9.70,9.77,8.66,9.13,11.33,5.26,9.44
9.20,6.71,12.99,7.93,10.15,8.45,9.82,9.65,7.65,13.72,12.51,5.13,11.67,8.91,6.80,9.13,7.44,12.98,12.21,9.41
6.26,9.60,5.36,13.09,5.14,6.49,14.07,6.50,10.81,8.44,8.51,8.86,14.56,5.21,5.32,7.69,10.10,12.13,8.38,14.12
12.91,7.10,11.69,9.48,11.24,9.93,11.51,6.97,13.35,13.72,13.41,9.79,12.92,6.16,11.07,7.08,6.36,10.38,8.24,5.36
12.94,6.67,5.65,12.52,8.67,11.66,10.06,9.72,9.19,6.60,9.45,12.96,9.12,11.08,12.62,9.94,13.61,10.03,12.85,10.25
9.32,8.70,7.38,6.27,8.65,8.71,14.68,12.88,5.40,14.84,5.16,9.13,7.73,12.88,14.23,12.62,9.38,6.09,14.10,8.21
9.31,6.43,11.26,5.13,7.94,10.02,13.37,9.82,12.92,10.65,12.11,13.81,9.11,6.06,6.86,10.03,5.64,6.27,8.32,12.56
9.25,12.19,10.13,7.91,8.16,14.56,11.64,11.38,8.80,14.69,8.98,7.92,14.59,12.05,7.96,10.44,7.22,12.09,13.29,7.70
13.46,14.02,12.91,14.24,13.67,12.77,6.34,14.53,9.59,14.95,11.56,10.08,8.49,7.79,13.90,7.74,14.53,14.72,13.61,9.57
14.84,12.12,14.33,11.76,11.05,8.07,8.67,8.21,10.75,10.72,12.32,12.91,6.66,12.93,5.98,8.19,14.34,8.97,7.84,11.06
14.76,14.55,5.10,10.56,9.39,13.39,9.09,13.18,9.85,13.58,7.16,6.32,13.29,8.48,11.48,5.05,12.27,7.94,5.01,8.61
9.38,10.21,6.70,9.24,13.08,5.80,7.63,10.04,6.07,6.65,7.50,14.03,10.92,5.90,11.89,6.96,5.88,10.52,7.02,14.42
13.32,9.42,8.53,6.48,13.68,10.34,6.44,12.09,7.00,5.06,12.93,8.23,14.58,5.86,12.07,5.31,10.42,5.32,14.08,12.35
9.21,8.23,6.30,14.46,10.05,10.80,5.32,8.79,14.67,10.25,11.83,6.38,7.53,9.57,9.02,9.86,12.76,11.04,6.75,14.07
10.38,14.54,14.36,10.08,9.51,11.62,11.36,13.41,14.78,11.33,10.31,8.97,12.49,10.23,5.42,5.57,8.28,7.87,8.37,11.69
7.66,13.76,9.40,13.62,7.60,12.38,9.36,5.57,11.88,5.97,6.96,10.52,10.79,11.60,6.03,5.29,11.53,6.77,6.12,14.01
7.66,7.15,8.91,8.76,11.48,6.33,8.85,10.16,10.50,14.07,12.43,6.10,13.89,11.27,7.48,11.66,5.48,11.81,9.34,6.59
6.93,6.70,10.40,10.02,13.47,12.54,6.94,13.31,8.61,14.41,13.60,9.43,9.26,8.28,9.45,12.85,12.47,10.52,6.31,14.64
8.17,13.28,10.71,12.86,10.58,7.24,14.82,9.83,8.92,14.29,10.18,11.25,11.58,11.41,13.90,12.64,14.32,5.91,10.18,12.64
7.20,11.90,11.35,13.62,12.26,13.56,14.73,13.79,14.30,6.53,8.56,14.99,6.55,8.12,12.14,5.70,11.35,13.03,12.14,8.16
11.93,9.58,9.19,12.22,14.21,5.41,13.57,5.73,13.46,6.00,13.18,12.24,10.94,12.77,13.91,8.40,13.74,14.25,10.63,10.21
10.91,11.03,10.10,8.08,11.71,9.85,11.27,12.91,5.02,6.11,14.61,12.50,9.06,14.75,10.20,9.07,13.14,13.20,8.18,8.61
13.08,8.09,5.80,11.15,7.40,5.34,7.43,10.42,7.44,14.41,9.13,5.97,12.80,12.83,9.00,13.45,6.12,8.19,10.43,9.55
8.22,11.63,14.59,11.93,6.07,5.96,14.76,12.13,11.10,5.02,12.95,14.41,7.65,10.23,7.44,8.26,11.50,5.87,8.78,10.41
11.86,7.39,13.85,5.62,12.58,14.87,10.92,14.10,14.68,7.92,13.72,10.35,7.79,9.52,5.73,10.97,7.71,5.48,9.94,8.80
5.41,14.51,10.30,11.89,8.30,9.58,6.94,8.53,12.71,7.20,7.81,5.94,12.92,12.92,8.65,8.30,12.91,9.78,12.99,11.26
6.81,7.37,8.16,13.80,8.30,12.86,6.64,10.91,7.09,5.12,11.32,5.72,13.74,8.05,10.21,12.65,11.78,8.24,9.23,6.06
8.64,11.96,10.55,7.55,8.98,11.60,5.25,7.72,14.58,6.10,8.35,5.35,5.43,7.53,10.27,9.58,9.27,9.96,8.63,8.77
11.51,6.31,8.64,10.94,12.20,11.06,6.36,9.84,8.18,8.72,11.11,10.29,10.10,7.71,7.16,9.83,5.21,9.97,11.81,5.57
